TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Maut_SID_Ri1;Maut_SID_Ri2;Anz_Fs_Ri1;Anz_Fs_Ri2;DTA_SV_Ri1;fA_SV_Ri1;qBm_SV_Ri1;B_anno_SV_Ri1;DTA_SV_Ri2;fA_SV_Ri2;qBm_SV_Ri2;B_anno_SV_Ri2;DTV_Bus_Ri1;DTV_LoA_Ri1;DTV_Lzg_Ri1;DTV_Sat_Ri1;DTV_Bus_Ri2;DTV_LoA_Ri2;DTV_Lzg_Ri2;DTV_Sat_Ri2;Anmerkungen;
5106;5624;AK Kerpen (O);5;NW;A;4;;8+1;Köln;AK Kreuz Köln-West (A1);O;Aachen;AK Kreuz Kerpen (A61);W;6;51,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338.385;5.640.991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,89793813;6,70170677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;5106058A5006104O;0,590;Ri1_ist_NachNK;5.765;5.764;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
5106;5622;AK Kerpen (W);5;NW;A;4;;8+1;Köln;AK Kreuz Kerpen (A61);O;Aachen;AS Kerpen;W;6;50,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;337.662;5.640.444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,89281951;6,69167857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;5106059A5106058A;0,299;Ri1_ist_NachNK;93;2.984;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
5008;5015;Bensbg.Frankenforst;5;NW;A;4;;8+1;Olpe;AS Berg. Gladbach-Bensberg;O;Köln;AS Berg. Gladbach-Frankenforst;W;4;92,6;268;175;63;30;73.057;36.610;36.447;76.953;38.681;38.272;72.397;36.386;36.010;59.316;29.145;30.172;+8,3;+8,9;+3,4;+13,4;7.250;3.601;3.649;8.941;4.436;4.505;7.431;3.691;3.740;708;368;340;+4,3;+4,5;+3,7;+3,0;9,9;11,6;10,3;1,2;0,94;0,80;1,06;4.141;9,2;850;16,9;4.506;10,1;3.047;5,4;;;;;;;;;;;;;;;;;;D;D;A;B;B;E;17;;B;8;;E;17;;B;8;;E;16;;C;;;D;15;;D;13;;C;15;;D;18;;89,1;8,8;0,6;1,0;2,1;7,7;6,3;0,1;0,0;87,5;9,5;0,4;0,9;2,5;9,1;7,4;0,1;0,0;88,7;9,0;0,7;1,1;2,2;7,9;6,5;0,1;0,0;97,7;5,3;1,0;1,1;0,4;0,7;0,6;0,1;0,0;369.671;5.645.930;77.778;39.130;38.648;9.878;4.915;4.963;66.296;33.154;33.143;2.192;1.027;1.165;;;;;;;;;;;;;;;;;78.710;39.614;39.096;10.148;5.045;5.103;12,9;12,7;13,1;50,95023279;7,14457682;3.575;3.568;9,8;9,8;6,0;8,3;4,5;6,3;9,0;9,1;40.671;39.855;0,79;0,82;0,96;0,96;1,07;1,06;0,87;0,86;4.026;110;343;27;2.864;27;138;18;703;25;118;3;130;5008030A5009015A;1,168;Ri1_ist_NachNK;186;3.061;2;2;15.124;4,2;0,32;1.776.410;15.371;4,21;0,32;1.807.950;35;782;2.784;2.269;33;778;2.838;2.313;;
5105;5082;Buir / Merzenich;5;NW;A;4;;8+1;Köln;AS Elsdorf;O;Aachen;AS Merzenich;W;6;39,2;261;179;54;28;72.664;36.107;36.556;75.339;37.364;37.975;75.082;37.653;37.428;59.651;29.485;30.166;+13,0;+11,5;+10,5;+25,2;12.627;6.287;6.340;15.358;7.638;7.720;13.174;6.553;6.620;1.735;903;832;+1,3;+0,8;+3,8;-5,4;17,4;20,4;17,5;2,9;1,00;0,78;1,07;4.014;16,4;1.054;24,7;4.335;17,4;3.054;12,1;;;;;;;;;;;;;;;;;;D;C;B;B;B;C;;;D;8;17;C;;;D;8;17;C;;;C;;;A;;;A;;;D;18;;A;;;81,5;9,9;0,4;1,2;2,5;14,6;12,7;0,2;0,0;78,6;10,5;0,4;1,1;2,9;17,3;15,0;0,2;0,0;81,1;9,9;0,5;1,3;2,6;14,8;12,8;0,2;0,0;95,7;7,1;0,6;1,4;0,8;1,9;1,7;0,3;0,0;327.561;5.636.426;77.148;38.392;38.756;16.656;8.328;8.328;66.198;32.807;33.392;5.876;2.709;3.166;;;;;;;;;;;;;;;;;77.119;38.275;38.844;17.033;8.513;8.519;22,1;22,2;21,9;50,85378971;6,55007521;3.027;3.398;8,4;9,3;17,1;13,5;14,6;10,9;7,9;8,7;38.350;38.755;0,77;0,78;0,96;0,98;1,07;1,06;0,82;0,85;3.559;126;630;20;2.671;55;315;13;790;33;227;3;60;5105062O5105051O;2,703;Ri1_ist_NachNK;7.644;7.645;3;3;27.628;4,39;0,33;3.024.591;27.858;4,39;0,33;3.049.158;74;918;5.295;4.613;77;924;5.340;4.634;;
5011;5034;Eckenhagen;5;NW;A;4;;8+1;Olpe;AS Eckenhagen;O;Köln;AS Reichshof/Bergneustadt;W;4;133,2;93;70;11;12;36.014;17.719;18.295;37.155;18.416;18.740;36.155;17.720;18.435;31.572;15.116;16.456;+11,8;+12,7;+5,5;+17,6;6.310;3.110;3.200;7.693;3.790;3.903;6.528;3.224;3.305;870;428;442;+4,8;+4,7;+5,6;+0,7;17,5;20,7;18,1;2,8;0,97;0,87;1,14;2.034;16,2;434;29,6;2.226;17,3;1.456;11,1;;;;;;;;;;;;;;;;;;C;C;B;C;D;D;8;17;D;8;17;D;8;17;D;8;17;E;15;;E;18;;A;;;D;13;;C;14;;D;18;;80,4;8,3;0,2;1,1;3,9;13,5;11,6;0,1;1,1;77,1;8,6;0,1;1,0;4,4;16,2;13,9;0,1;1,1;79,7;8,5;0,2;1,2;4,0;14,0;12,1;0,1;1,1;95,4;6,7;0,3;1,1;1,6;1,1;0,9;0,1;0,7;405.973;5.646.892;37.747;18.696;19.051;8.477;4.188;4.289;32.827;16.041;16.785;2.192;1.035;1.157;;;;;;;;;;;;;;;;;37.916;18.814;19.102;8.675;4.281;4.394;22,9;22,8;23,0;50,96595065;7,66096136;1.747;1.858;9,9;10,2;12,3;6,9;8,8;4,9;9,3;9,7;18.938;19.232;0,85;0,89;0,96;0,97;1,16;1,12;0,89;0,87;1.836;93;293;4;1.292;37;125;2;305;23;105;0;160;5011067A5012047A;1,770;Ri1_ist_NachNK;315.380;315.381;2;2;13.086;4,21;0,32;1.541.709;13.434;4,2;0,32;1.582.895;17;691;2.403;2.083;29;709;2.462;2.108;;
5010;5068;Engelskirchen;5;NW;A;4;;8+1;Olpe;AS Engelskirchen;O;Köln;AS Overath;W;4;110,8;301;206;65;30;50.096;24.826;25.270;52.049;25.905;26.143;49.686;24.735;24.951;43.310;20.908;22.402;+10,8;+11,2;+5,0;+17,8;7.198;3.576;3.623;8.797;4.365;4.432;7.351;3.657;3.695;1.032;523;509;+5,2;+5,2;+4,7;+10,1;14,4;16,9;14,8;2,4;0,95;0,87;1,10;2.830;13,4;601;23,6;3.082;14,5;2.074;8,5;;;;;;;;;;;;;;;;;;D;D;A;B;D;D;8;17;B;8;;E;17;;B;8;;E;15;;D;8;18;A;;;D;13;;D;19;;D;18;;83,8;7,1;0,3;0,9;3,6;10,6;8,9;0,1;0,9;81,3;7,4;0,2;0,9;4,1;12,7;10,7;0,2;0,9;83,3;7,4;0,3;1,0;3,7;11,0;9,2;0,1;0,9;96,0;5,2;0,5;0,9;1,3;0,9;0,7;0,1;0,7;385.608;5.647.871;52.507;26.160;26.347;9.674;4.817;4.857;46.374;22.961;23.413;2.436;1.143;1.293;;;;;;;;;;;;;;;;;53.005;26.411;26.595;9.934;4.942;4.993;18,7;18,7;18,8;50,97107101;7,37074022;2.436;2.337;9,8;9,2;10,5;13,4;7,3;10,3;9,2;8,8;26.598;26.649;0,85;0,90;0,96;0,98;1,11;1,09;0,91;0,90;2.628;122;324;8;1.893;45;132;5;459;28;114;1;150;5009039A5010023A;6,077;Ri1_ist_NachNK;3.994;2.111;2;2;14.718;4,12;0,32;1.708.744;14.938;4,12;0,32;1.738.377;35;895;2.645;2.203;36;900;2.687;2.270;;
5007;5053;Köln-Klettenberg;5;NW;A;4;;8+1;Olpe;AS Köln-Klettenberg (B265);O;Aachen;AK Kreuz Köln-West (A1);W;6;63,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;349.601;5.643.184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,92067006;6,86018232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;5007055A5107066A;1,189;Ri1_ist_NachNK;2.556;1.175;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
5107;5049;Rheinbr. Rodenkirchen;5;NW;A;4;;8+1;Olpe;AS Köln-Poll;O;Aachen;AK Kreuz Köln-Süd (A555);W;6;74,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;358.241;5.639.991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,89415935;6,98425679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;5107012A5008036A;1,560;Ri1_ist_NachNK;2.022;109;3;3;;;;;;;;;;;;;;;;;Datenprobleme in 2022;
5013;5128;Wenden-Dahl;5;NW;A;4;;8+1;Siegen;AS Krombach (B54);O;Köln;AS Wenden (L512);W;4;150,5;253;158;54;41;16.455;8.314;8.142;17.848;8.988;8.860;16.422;8.315;8.107;11.291;5.791;5.500;-1,4;-0,3;-7,5;+3,9;2.033;1.015;1.017;2.514;1.255;1.259;2.102;1.047;1.056;147;80;66;-12,4;-11,9;-14,7;+1,3;12,4;14,1;12,8;1,3;0,92;0,64;1,02;929;11,9;198;16,9;1.035;13,3;612;4,8;;;;;;;;;;;;;;;;;;C;D;A;A;A;D;8;17;B;8;;D;8;17;D;8;17;D;8;15;B;8;;A;;;D;15;;D;18;;C;14;;86,7;8,5;0,4;1,0;3,0;9,2;7,8;0,2;0,0;85,0;9,1;0,3;1,0;3,3;10,6;8,9;0,2;0,0;86,1;8,7;0,5;1,1;3,1;9,6;8,1;0,1;0,0;97,7;4,6;0,8;1,0;0,5;0,7;0,6;0,1;0,0;422.076;5.649.883;18.326;9.240;9.086;2.832;1.412;1.420;13.447;6.784;6.663;371;187;184;;;;;;;;;;;;;;;;;18.615;9.377;9.238;2.902;1.448;1.454;15,6;15,4;15,7;50,99524346;7,88958286;843;825;10,1;10,1;8,2;12,4;6,6;9,0;9,0;8,9;9.477;9.486;0,65;0,63;0,98;0,98;1,02;1,02;0,75;0,74;894;36;101;4;581;6;24;2;164;8;26;0;170;5013053A5013062O;3,667;Ri1_ist_NachNK;5.833;5.834;2;2;4.201;4,14;0,32;491.014;4.213;4,14;0,32;492.828;13;244;758;640;13;244;761;645;;
5102;5008;Würselen;5;NW;A;4;;8+1;Köln;AK Kreuz Aachen (A544);O;Aachen;AS Aachen-Zentrum;W;4;7,9;255;160;60;35;53.339;26.088;27.251;55.613;27.160;28.452;55.751;27.392;28.359;41.836;20.457;21.378;+17,8;+15,4;+16,3;+34,6;7.206;3.552;3.654;8.720;4.295;4.425;7.675;3.762;3.913;961;513;448;+3,4;+2,2;+7,8;+2,1;13,5;15,7;13,8;2,3;1,00;0,76;1,10;3.050;12,8;566;20,7;3.369;13,5;2.095;9,4;;;;;;;;;;;;;;;;;;D;C;D;B;B;E;17;;B;8;;E;17;;B;8;;E;16;;B;8;;D;14;;D;12;;G;18;;B;13;;85,4;8,5;0,5;1,1;2,5;10,9;9,6;0,1;0,0;83,3;8,8;0,4;1,0;2,8;12,8;11,3;0,1;0,0;84,9;8,6;0,6;1,3;2,4;11,2;9,9;0,2;0,0;96,3;6,9;0,9;1,4;0,9;1,2;1,1;0,2;0,0;297.677;5.631.823;57.458;28.118;29.340;9.658;4.764;4.894;46.874;22.859;24.015;2.648;1.244;1.403;;;;;;;;;;;;;;;;;57.178;27.925;29.254;9.808;4.842;4.965;17,2;17,3;17,0;50,80277293;6,12857239;2.740;2.947;10,5;10,8;11,2;10,7;9,4;7,8;9,8;10,1;27.432;29.171;0,75;0,76;1,00;1,01;1,07;1,13;0,80;0,83;2.895;92;364;18;1.889;35;163;8;448;19;99;1;20;5102002A5102082O;1,268;Ri1_ist_NachNK;3.828;1.937;2;2;15.299;4,31;0,33;1.838.753;15.716;4,3;0,33;1.888.351;36;646;2.870;2.545;44;665;2.945;2.591;;
3711;5158;Hörstel;5;NW;A;30;;8+1;Osnabrück;AS Hörstel;O;Rheine;AS Rheine-Kanalhafen;W;4;39,1;288;186;68;34;46.734;23.598;23.136;48.197;24.353;23.844;49.989;25.334;24.655;37.211;18.613;18.598;+10,7;+8,8;+9,2;+24,0;12.474;6.372;6.103;14.909;7.628;7.281;13.169;6.663;6.506;2.507;1.312;1.195;+0,0;-0,1;+0,8;-2,8;26,7;30,9;26,3;6,7;1,04;0,76;1,07;2.607;24,7;627;43,6;2.887;25,2;1.768;21,8;;;;;;;;;;;;;;;;;;C;C;D;B;B;G;8;;D;8;17;D;8;17;D;8;17;D;8;14;D;8;15;D;14;;C;11;13;D;18;;C;15;;70,3;8,7;0,6;1,8;3,7;22,8;19,2;0,2;1,2;66,3;8,9;0,5;1,6;4,1;26,6;22,4;0,2;1,2;70,4;8,7;0,6;2,1;3,7;22,4;19,0;0,3;1,2;89,7;7,9;0,9;2,2;1,8;4,7;4,0;0,3;1,3;402.838;5.794.031;50.273;25.504;24.769;16.221;8.325;7.897;40.756;20.209;20.546;6.006;2.841;3.165;;;;;;;;;;;;;;;;;49.705;25.202;24.502;16.511;8.491;8.021;33,2;33,7;32,7;52,28803791;7,57548970;2.251;2.202;9,5;9,5;24,0;17,1;19,5;13,2;8,9;9,0;25.326;24.564;0,75;0,76;0,97;0,97;1,10;1,05;0,80;0,81;2.142;119;610;16;1.371;47;340;11;351;27;246;3;40;3711032O3711031O;2,300;Ri1_ist_NachNK;673;3.508;2;2;28.124;4,41;0,33;3.413.435;26.971;4,42;0,33;3.280.882;57;879;5.435;4.550;57;835;5.211;4.434;;
3712;5112;Ibbenbüren;5;NW;A;30;;8+1;Osnabrück;AS Lotte;O;Rheine;AS Laggenbeck;W;4;32,9;247;176;50;21;48.048;24.024;24.023;49.709;24.877;24.832;51.036;25.609;25.426;38.114;18.861;19.252;+9,4;+7,6;+8,1;+21,6;12.487;6.313;6.174;14.931;7.565;7.366;13.132;6.575;6.557;2.551;1.310;1.240;-0,1;-0,1;+0,2;-2,3;26,0;30,0;25,7;6,7;1,03;0,74;1,07;2.678;23,9;650;43,1;2.954;24,5;1.851;21,1;;;;;;;;;;;;;;;;;;D;C;D;B;B;B;8;;D;8;17;D;8;18;D;8;17;D;8;15;E;15;;D;14;;C;11;14;D;18;;C;15;;71,2;8,6;0,5;1,7;3,9;21,9;18,3;0,2;1,1;67,3;8,7;0,4;1,5;4,3;25,6;21,3;0,2;1,1;71,1;8,5;0,5;2,0;3,8;21,6;18,1;0,2;1,2;90,0;7,8;0,8;2,1;1,8;4,6;3,9;0,3;1,2;419.226;5.790.009;51.694;25.966;25.728;16.218;8.242;7.976;42.030;20.672;21.358;6.063;2.837;3.227;;;;;;;;;;;;;;;;;51.246;25.726;25.520;16.523;8.414;8.110;32,2;32,7;31,8;52,25453681;7,81666262;2.208;2.284;9,2;9,5;24,3;15,6;19,3;11,6;8,6;8,9;25.543;25.500;0,73;0,76;0,97;0,98;1,09;1,04;0,79;0,82;2.216;126;597;14;1.451;50;341;9;368;30;250;3;60;3712055A3713037A;3,096;Ri1_ist_NachNK;4.483;2.605;2;2;27.783;4,4;0,33;3.362.777;27.004;4,37;0,33;3.259.478;51;906;5.357;4.462;55;947;5.172;4.335;;
3817;5103;Kirchlengern;5;NW;A;30;;8+1;Bad Oeynhausen;AS Kirchlengern;O;Osnabrück;AS Hiddenhausen;W;4;92,6;127;101;13;13;41.629;21.131;20.498;43.858;22.444;21.415;44.117;22.660;21.457;30.194;14.320;15.875;+6,4;+5,4;+7,4;+10,4;8.821;4.455;4.366;10.640;5.386;5.254;9.415;4.746;4.669;1.281;614;667;-1,2;-0,7;+1,1;-27,2;21,2;24,3;21,3;4,2;1,01;0,69;1,06;2.300;19,1;603;36,8;2.535;19,5;1.595;17,2;;;;;;;;;;;;;;;;;;C;D;B;B;B;D;8;17;D;8;17;D;8;17;D;8;17;D;8;15;E;15;;D;14;;A;;;C;15;;D;18;;76,4;8,8;0,5;1,5;2,9;18,1;15,1;0,2;0,8;73,4;8,9;0,4;1,4;3,2;20,8;17,4;0,2;0,9;76,2;9,0;0,5;1,7;2,9;18,3;15,2;0,2;0,8;93,2;7,6;0,8;1,8;1,2;2,8;2,5;0,2;0,7;474.731;5.781.874;45.800;23.473;22.327;11.572;5.861;5.711;34.830;17.773;17.057;4.332;2.146;2.185;;;;;;;;;;;;;;;;;45.568;23.339;22.228;11.767;5.963;5.804;25,8;25,5;26,1;52,18674842;8,63037777;2.129;1.928;10,1;9,4;16,0;14,1;13,5;11,4;9,1;8,7;23.513;22.454;0,64;0,74;0,91;0,99;1,12;1,01;0,76;0,77;2.028;82;414;12;1.312;31;244;8;379;23;199;2;90;3817067A3817080A;1,539;Ri1_ist_NachNK;2.740;801;2;2;19.735;4,43;0,33;2.399.120;19.212;4,4;0,33;2.325.445;36;592;3.828;3.208;37;624;3.704;3.079;;
3711;5157;Rheine-Kanalhafen;5;NW;A;30;;8+1;Osnabrück;AS Rheine-Kanalhafen;O;Rheine;AS Rheine;W;4;34,5;226;139;64;23;44.813;22.657;22.156;46.042;23.297;22.745;48.017;24.367;23.650;36.227;18.131;18.096;+12,4;+10,1;+11,6;+26,6;12.480;6.386;6.094;14.906;7.644;7.263;13.169;6.667;6.502;2.554;1.335;1.220;+0,3;+0,1;+1,2;-1,8;27,8;32,4;27,4;7,1;1,04;0,78;1,08;2.497;25,8;608;44,7;2.766;26,4;1.689;22,9;;;;;;;;;;;;;;;;;;C;C;D;B;B;G;8;;D;8;17;D;8;17;D;8;17;D;8;14;D;8;15;D;14;;C;11;14;D;18;;C;15;;69,0;8,5;0,5;1,8;4,0;23,6;20,0;0,2;1,3;64,7;8,7;0,4;1,7;4,4;27,7;23,4;0,2;1,3;69,2;8,4;0,5;2,1;4,0;23,2;19,6;0,2;1,2;89,3;7,6;0,8;2,3;2,0;4,8;4,2;0,2;1,4;398.532;5.794.999;48.036;24.410;23.625;16.213;8.337;7.876;39.268;19.468;19.800;6.032;2.856;3.176;;;;;;;;;;;;;;;;;47.424;24.093;23.331;16.502;8.506;7.996;34,8;35,3;34,3;52,29595500;7,51208251;2.165;2.154;9,6;9,7;26,8;13,7;22,1;10,4;9,0;9,2;24.551;23.294;0,76;0,80;0,96;0,99;1,10;1,07;0,81;0,85;2.022;123;607;14;1.294;49;338;8;334;28;244;2;30;3610005O3711032O;2,300;Ri1_ist_NachNK;618;4.417;2;2;28.108;4,4;0,33;3.408.585;26.843;4,4;0,33;3.252.059;53;923;5.410;4.603;49;868;5.177;4.337;;
3712;5159;Schierloh;5;NW;A;30;;8+1;Osnabrück;AS Ibbenbühren;O;Rheine;AS Ibbenbühren-West;W;4;47,6;212;136;55;21;48.892;24.772;24.121;50.540;25.643;24.897;52.235;26.547;25.688;38.569;19.303;19.266;+9,3;+7,4;+8,1;+22,0;12.756;6.514;6.242;15.250;7.804;7.446;13.441;6.795;6.646;2.582;1.343;1.239;-0,2;-0,4;+0,3;-1,1;26,1;30,2;25,7;6,7;1,03;0,75;1,07;2.729;24,1;653;42,7;3.021;24,7;1.853;21,2;;;;;;;;;;;;;;;;;;D;C;D;B;B;G;8;;D;8;17;D;8;17;D;8;17;D;8;15;E;15;;D;14;;C;11;13;D;18;;C;15;;70,9;8,9;0,5;1,9;3,8;22,0;18,6;0,2;1,1;67,0;9,0;0,5;1,7;4,2;25,7;21,7;0,2;1,1;70,9;9,0;0,6;2,2;3,8;21,7;18,3;0,2;1,1;89,8;7,9;0,9;2,3;1,9;4,5;3,9;0,3;1,2;410.517;5.791.027;52.707;26.858;25.849;16.591;8.513;8.078;42.515;21.076;21.439;6.105;2.890;3.215;;;;;;;;;;;;;;;;;52.150;26.569;25.580;16.894;8.688;8.206;32,4;32,7;32,1;52,26234147;7,68882938;2.321;2.320;9,4;9,6;20,5;10,7;16,0;8,9;8,7;9,1;26.885;25.610;0,73;0,76;0,97;0,98;1,09;1,06;0,79;0,83;2.258;129;617;17;1.449;50;343;11;372;29;250;2;50;3711035O3712056O;2,300;Ri1_ist_NachNK;5.747;5.746;2;2;28.652;4,4;0,33;3.471.918;27.394;4,39;0,33;3.312.189;55;945;5.514;4.663;50;928;5.263;4.423;;
